sample_id,data_path,Production_Quality,Production_Complexity,Content_Enjoyment,Content_Usefulness
audiomos2025-track2-audio-unbalanced_train_segments_audio_iv5E6tt6E3U_20000_30000,/your_path/unbalanced_train_segments/audio/iv5E6tt6E3U_20000_30000.flac,6.6,1.8,4.8,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_izFdyH72fL0_110000_120000,/your_path/unbalanced_train_segments/audio/izFdyH72fL0_110000_120000.flac,7.5,6.6,4.7,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_j1jbcy28P8k_30000_40000,/your_path/unbalanced_train_segments/audio/j1jbcy28P8k_30000_40000.flac,5.6,3.0,2.5,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_j7Olc9xiCD4_30000_40000,/your_path/unbalanced_train_segments/audio/j7Olc9xiCD4_30000_40000.flac,5.1,2.9,2.4,3.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_jPE5VtcV-hA_60000_70000,/your_path/unbalanced_train_segments/audio/jPE5VtcV-hA_60000_70000.flac,4.3,2.9,2.7,3.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_jRxaazrqYDs_0_10000,/your_path/unbalanced_train_segments/audio/jRxaazrqYDs_0_10000.flac,5.9,3.8,4.9,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_jf4iyQPJSvk_20000_30000,/your_path/unbalanced_train_segments/audio/jf4iyQPJSvk_20000_30000.flac,7.6,2.0,7.4,8.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_jfYAr2-C7fs_30000_40000,/your_path/unbalanced_train_segments/audio/jfYAr2-C7fs_30000_40000.flac,7.0,3.6,4.2,6.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_jgeRXliWLxs_30000_40000,/your_path/unbalanced_train_segments/audio/jgeRXliWLxs_30000_40000.flac,5.1,4.7,2.2,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_jri9S8NfCxo_330000_340000,/your_path/unbalanced_train_segments/audio/jri9S8NfCxo_330000_340000.flac,6.0,3.9,4.2,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_jsLf7MA_VjU_30000_40000,/your_path/unbalanced_train_segments/audio/jsLf7MA_VjU_30000_40000.flac,5.5,3.7,4.5,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_jv9xC_vGhMU_50000_60000,/your_path/unbalanced_train_segments/audio/jv9xC_vGhMU_50000_60000.flac,3.8,3.3,2.4,3.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_jve1OmGjl28_500000_510000,/your_path/unbalanced_train_segments/audio/jve1OmGjl28_500000_510000.flac,6.5,4.0,3.6,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_k1QKiJuWPOo_10000_20000,/your_path/unbalanced_train_segments/audio/k1QKiJuWPOo_10000_20000.flac,6.6,3.6,4.8,6.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_k8lMSHEPP_Y_30000_40000,/your_path/unbalanced_train_segments/audio/k8lMSHEPP_Y_30000_40000.flac,6.5,3.2,6.1,6.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_kECE3qqOknU_80000_90000,/your_path/unbalanced_train_segments/audio/kECE3qqOknU_80000_90000.flac,6.7,4.4,6.7,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_kPn9JuvzXXA_450000_460000,/your_path/unbalanced_train_segments/audio/kPn9JuvzXXA_450000_460000.flac,5.5,3.5,2.5,4.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_kR5xcyfP8jw_30000_40000,/your_path/unbalanced_train_segments/audio/kR5xcyfP8jw_30000_40000.flac,2.9,1.7,1.8,2.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_kS543Xoh2sw_290000_300000,/your_path/unbalanced_train_segments/audio/kS543Xoh2sw_290000_300000.flac,4.0,3.1,2.4,3.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_kUx8aw4t6aU_570000_580000,/your_path/unbalanced_train_segments/audio/kUx8aw4t6aU_570000_580000.flac,6.0,3.2,3.3,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_kW-Nys5M58E_30000_40000,/your_path/unbalanced_train_segments/audio/kW-Nys5M58E_30000_40000.flac,4.8,3.2,3.7,3.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_k_Z0PcD8Z94_60000_70000,/your_path/unbalanced_train_segments/audio/k_Z0PcD8Z94_60000_70000.flac,6.8,3.4,5.9,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_k_pQcinpcg8_60000_70000,/your_path/unbalanced_train_segments/audio/k_pQcinpcg8_60000_70000.flac,4.3,3.0,2.9,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_kc5jRNRjViI_40000_50000,/your_path/unbalanced_train_segments/audio/kc5jRNRjViI_40000_50000.flac,6.3,3.3,4.1,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_kcOAl9TbUfQ_30000_40000,/your_path/unbalanced_train_segments/audio/kcOAl9TbUfQ_30000_40000.flac,5.3,2.8,4.5,5.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_kjDNwculcLs_30000_40000,/your_path/unbalanced_train_segments/audio/kjDNwculcLs_30000_40000.flac,4.8,4.3,4.3,4.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_kwmfCxmmFl8_60000_70000,/your_path/unbalanced_train_segments/audio/kwmfCxmmFl8_60000_70000.flac,4.7,3.3,2.7,3.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_l5oKgEm64Z8_530000_540000,/your_path/unbalanced_train_segments/audio/l5oKgEm64Z8_530000_540000.flac,4.6,4.4,2.9,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_lAJe2oTGGdc_10000_20000,/your_path/unbalanced_train_segments/audio/lAJe2oTGGdc_10000_20000.flac,5.1,2.8,2.9,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_lMSgysQJuVA_90000_100000,/your_path/unbalanced_train_segments/audio/lMSgysQJuVA_90000_100000.flac,6.4,2.5,7.0,6.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_lOOvDYNQHPw_120000_130000,/your_path/unbalanced_train_segments/audio/lOOvDYNQHPw_120000_130000.flac,6.0,4.1,3.5,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_lQwtUxAhJqI_150000_160000,/your_path/unbalanced_train_segments/audio/lQwtUxAhJqI_150000_160000.flac,5.3,2.7,2.2,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_lTcKN6_t-JE_10000_20000,/your_path/unbalanced_train_segments/audio/lTcKN6_t-JE_10000_20000.flac,4.6,3.1,2.4,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_lTmIfK2Q6_4_190000_200000,/your_path/unbalanced_train_segments/audio/lTmIfK2Q6_4_190000_200000.flac,6.9,3.5,5.8,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_lZNexVQRAKU_130000_140000,/your_path/unbalanced_train_segments/audio/lZNexVQRAKU_130000_140000.flac,5.8,4.7,4.6,4.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_leYl9E8_jKc_440000_450000,/your_path/unbalanced_train_segments/audio/leYl9E8_jKc_440000_450000.flac,3.3,3.8,1.0,2.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_lkqn3R6wwp0_20000_30000,/your_path/unbalanced_train_segments/audio/lkqn3R6wwp0_20000_30000.flac,5.1,2.3,2.3,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_m9VpCg5CGoI_590000_600000,/your_path/unbalanced_train_segments/audio/m9VpCg5CGoI_590000_600000.flac,4.0,2.7,2.2,4.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_mFCCUeue6MA_30000_40000,/your_path/unbalanced_train_segments/audio/mFCCUeue6MA_30000_40000.flac,6.0,4.1,4.1,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_mFxv8rgEHwY_100000_110000,/your_path/unbalanced_train_segments/audio/mFxv8rgEHwY_100000_110000.flac,6.1,4.2,3.7,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_mPfxDl7d5cM_0_10000,/your_path/unbalanced_train_segments/audio/mPfxDl7d5cM_0_10000.flac,6.6,4.6,4.8,5.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_mcc3h332aXU_60000_70000,/your_path/unbalanced_train_segments/audio/mcc3h332aXU_60000_70000.flac,5.6,4.2,3.7,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_md_x2CqaY_M_10000_20000,/your_path/unbalanced_train_segments/audio/md_x2CqaY_M_10000_20000.flac,5.6,3.6,2.7,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_mhWm1oraGws_20000_30000,/your_path/unbalanced_train_segments/audio/mhWm1oraGws_20000_30000.flac,5.7,4.4,5.0,5.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_mmg2aDoJQXU_20000_30000,/your_path/unbalanced_train_segments/audio/mmg2aDoJQXU_20000_30000.flac,6.0,3.6,4.5,6.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_mo0FIU77w78_250000_260000,/your_path/unbalanced_train_segments/audio/mo0FIU77w78_250000_260000.flac,7.8,3.5,7.5,7.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_mvsVy6gz8DI_520000_530000,/your_path/unbalanced_train_segments/audio/mvsVy6gz8DI_520000_530000.flac,4.5,4.4,2.8,4.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_n61jtLHCEdc_30000_40000,/your_path/unbalanced_train_segments/audio/n61jtLHCEdc_30000_40000.flac,5.1,3.8,3.0,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_nLZ1uLuqsAc_30000_40000,/your_path/unbalanced_train_segments/audio/nLZ1uLuqsAc_30000_40000.flac,3.7,4.4,4.3,3.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_nR73G1zKYfg_50000_60000,/your_path/unbalanced_train_segments/audio/nR73G1zKYfg_50000_60000.flac,6.8,3.8,3.5,6.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_nTTNweIoeok_370000_380000,/your_path/unbalanced_train_segments/audio/nTTNweIoeok_370000_380000.flac,4.5,3.6,3.2,3.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_nWR4ttq7AiA_70000_80000,/your_path/unbalanced_train_segments/audio/nWR4ttq7AiA_70000_80000.flac,5.7,3.4,2.7,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_nl5ta10pCBA_0_10000,/your_path/unbalanced_train_segments/audio/nl5ta10pCBA_0_10000.flac,6.2,3.2,3.7,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_noCaUmNsouc_290000_300000,/your_path/unbalanced_train_segments/audio/noCaUmNsouc_290000_300000.flac,5.5,3.6,3.5,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_nvpxNnM6Q9s_120000_130000,/your_path/unbalanced_train_segments/audio/nvpxNnM6Q9s_120000_130000.flac,5.0,1.9,2.6,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_o29TX5dhU_s_50000_60000,/your_path/unbalanced_train_segments/audio/o29TX5dhU_s_50000_60000.flac,6.6,3.3,5.3,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_o5PeIT3dBNU_30000_40000,/your_path/unbalanced_train_segments/audio/o5PeIT3dBNU_30000_40000.flac,6.0,3.7,4.3,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_oP9MVGWQihE_240000_250000,/your_path/unbalanced_train_segments/audio/oP9MVGWQihE_240000_250000.flac,4.3,3.2,3.2,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_oR0Qh4Zqpcs_10000_20000,/your_path/unbalanced_train_segments/audio/oR0Qh4Zqpcs_10000_20000.flac,5.9,6.3,5.0,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_oXRfwy8XEF8_200000_210000,/your_path/unbalanced_train_segments/audio/oXRfwy8XEF8_200000_210000.flac,5.5,2.3,3.7,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_odJmGjFIhX8_10000_20000,/your_path/unbalanced_train_segments/audio/odJmGjFIhX8_10000_20000.flac,5.0,5.3,3.1,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_opzs6UF7flg_30000_40000,/your_path/unbalanced_train_segments/audio/opzs6UF7flg_30000_40000.flac,7.6,5.1,3.7,7.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_orhJzYiIv60_70000_80000,/your_path/unbalanced_train_segments/audio/orhJzYiIv60_70000_80000.flac,5.4,5.8,5.4,4.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_p-_uVvbWghU_30000_40000,/your_path/unbalanced_train_segments/audio/p-_uVvbWghU_30000_40000.flac,6.6,2.7,2.9,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_p25oOqOWlks_40000_50000,/your_path/unbalanced_train_segments/audio/p25oOqOWlks_40000_50000.flac,4.8,3.7,3.5,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_p8nYHU-QP2I_0_10000,/your_path/unbalanced_train_segments/audio/p8nYHU-QP2I_0_10000.flac,7.0,4.9,5.4,6.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_pA46x3-9yyU_0_10000,/your_path/unbalanced_train_segments/audio/pA46x3-9yyU_0_10000.flac,6.0,3.8,3.4,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_pB0xgHjjyvM_60000_70000,/your_path/unbalanced_train_segments/audio/pB0xgHjjyvM_60000_70000.flac,5.0,2.9,3.3,4.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_pCjmc2ryFjw_250000_260000,/your_path/unbalanced_train_segments/audio/pCjmc2ryFjw_250000_260000.flac,7.0,3.6,2.8,5.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_pGPaNS8MGRw_70000_80000,/your_path/unbalanced_train_segments/audio/pGPaNS8MGRw_70000_80000.flac,5.7,3.4,3.0,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_pYjrr7_x2qE_10000_20000,/your_path/unbalanced_train_segments/audio/pYjrr7_x2qE_10000_20000.flac,6.4,3.9,3.9,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_pYqTKxgHfqY_80000_90000,/your_path/unbalanced_train_segments/audio/pYqTKxgHfqY_80000_90000.flac,4.7,2.8,4.8,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_pbfQkNlJiAo_80000_90000,/your_path/unbalanced_train_segments/audio/pbfQkNlJiAo_80000_90000.flac,6.6,3.0,3.4,6.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_pcQkNLJIfGY_30000_40000,/your_path/unbalanced_train_segments/audio/pcQkNLJIfGY_30000_40000.flac,6.5,3.8,3.1,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_pdIz-PQCWdk_10000_20000,/your_path/unbalanced_train_segments/audio/pdIz-PQCWdk_10000_20000.flac,5.8,2.3,3.9,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_pevw7nylQwE_30000_40000,/your_path/unbalanced_train_segments/audio/pevw7nylQwE_30000_40000.flac,6.9,4.5,5.4,6.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_pgaDS7SstIQ_30000_40000,/your_path/unbalanced_train_segments/audio/pgaDS7SstIQ_30000_40000.flac,6.1,2.3,3.5,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_plO5VaOVRcg_30000_40000,/your_path/unbalanced_train_segments/audio/plO5VaOVRcg_30000_40000.flac,3.1,4.9,2.0,2.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_pxIMuLQ5Tps_30000_40000,/your_path/unbalanced_train_segments/audio/pxIMuLQ5Tps_30000_40000.flac,7.7,5.2,7.5,8.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_q2Se2RiXjck_4000_14000,/your_path/unbalanced_train_segments/audio/q2Se2RiXjck_4000_14000.flac,6.0,4.3,4.0,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_q43-s81sjiA_10000_20000,/your_path/unbalanced_train_segments/audio/q43-s81sjiA_10000_20000.flac,6.8,4.0,4.3,6.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_qAGxljRTJAg_0_10000,/your_path/unbalanced_train_segments/audio/qAGxljRTJAg_0_10000.flac,5.8,2.2,2.6,4.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_qHIQg3svrQg_50000_60000,/your_path/unbalanced_train_segments/audio/qHIQg3svrQg_50000_60000.flac,7.5,3.9,6.8,7.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_qJKbnWCQ7CY_30000_40000,/your_path/unbalanced_train_segments/audio/qJKbnWCQ7CY_30000_40000.flac,6.3,3.7,5.1,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_qQyWwBlglRY_5000_15000,/your_path/unbalanced_train_segments/audio/qQyWwBlglRY_5000_15000.flac,5.8,3.5,4.0,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_qRKLhuhP06c_100000_110000,/your_path/unbalanced_train_segments/audio/qRKLhuhP06c_100000_110000.flac,3.9,3.4,2.5,2.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_qYxm8WS1EHM_160000_170000,/your_path/unbalanced_train_segments/audio/qYxm8WS1EHM_160000_170000.flac,6.6,2.8,2.3,6.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_qc4zQTjB7E0_180000_190000,/your_path/unbalanced_train_segments/audio/qc4zQTjB7E0_180000_190000.flac,6.0,2.9,3.1,5.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_qjiCgRqKfVU_20000_30000,/your_path/unbalanced_train_segments/audio/qjiCgRqKfVU_20000_30000.flac,4.8,3.6,2.4,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_qmJnPpQ7jZs_0_10000,/your_path/unbalanced_train_segments/audio/qmJnPpQ7jZs_0_10000.flac,5.6,2.8,2.4,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_qmqcjM9v6So_40000_50000,/your_path/unbalanced_train_segments/audio/qmqcjM9v6So_40000_50000.flac,6.1,3.8,3.7,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_qq-92RsglLw_20000_30000,/your_path/unbalanced_train_segments/audio/qq-92RsglLw_20000_30000.flac,6.4,4.2,2.5,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_qz2tMjbPfII_190000_200000,/your_path/unbalanced_train_segments/audio/qz2tMjbPfII_190000_200000.flac,6.1,4.7,3.9,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_r-pFlcEuTjk_20000_30000,/your_path/unbalanced_train_segments/audio/r-pFlcEuTjk_20000_30000.flac,2.9,2.2,1.6,2.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_r3-7_mF71J4_30000_40000,/your_path/unbalanced_train_segments/audio/r3-7_mF71J4_30000_40000.flac,4.9,4.0,4.2,4.9
audiomos2025-track2-audio-unbalanced_train_segments_audio_r9uN-AltjDQ_130000_140000,/your_path/unbalanced_train_segments/audio/r9uN-AltjDQ_130000_140000.flac,6.9,3.0,2.9,6.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_rAjvfBOcdcM_40000_50000,/your_path/unbalanced_train_segments/audio/rAjvfBOcdcM_40000_50000.flac,4.3,4.4,2.6,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_rC2Mlu5lPf0_30000_40000,/your_path/unbalanced_train_segments/audio/rC2Mlu5lPf0_30000_40000.flac,5.0,2.8,3.4,4.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_rGer_Ok6sXk_100000_110000,/your_path/unbalanced_train_segments/audio/rGer_Ok6sXk_100000_110000.flac,5.7,3.0,3.6,5.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_rMPlsseDPoI_30000_40000,/your_path/unbalanced_train_segments/audio/rMPlsseDPoI_30000_40000.flac,6.4,4.1,6.5,5.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_rNNPQ9DD4no_30000_40000,/your_path/unbalanced_train_segments/audio/rNNPQ9DD4no_30000_40000.flac,5.1,2.7,3.0,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_rU4nDDSCR6o_190000_200000,/your_path/unbalanced_train_segments/audio/rU4nDDSCR6o_190000_200000.flac,5.7,1.8,2.1,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_rlPkpN5mUmE_10000_20000,/your_path/unbalanced_train_segments/audio/rlPkpN5mUmE_10000_20000.flac,4.0,3.8,3.3,5.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_rmnmdt_zaSQ_140000_150000,/your_path/unbalanced_train_segments/audio/rmnmdt_zaSQ_140000_150000.flac,7.2,3.0,4.4,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_s01NdGTVvaY_20000_30000,/your_path/unbalanced_train_segments/audio/s01NdGTVvaY_20000_30000.flac,6.2,4.2,4.5,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_s9SYUBsiTn8_0_10000,/your_path/unbalanced_train_segments/audio/s9SYUBsiTn8_0_10000.flac,4.9,2.9,2.7,4.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_sAK8wo79NjM_30000_40000,/your_path/unbalanced_train_segments/audio/sAK8wo79NjM_30000_40000.flac,7.2,3.6,6.0,7.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_sIBtg-zA9LQ_0_10000,/your_path/unbalanced_train_segments/audio/sIBtg-zA9LQ_0_10000.flac,7.1,2.1,6.5,7.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_sM2tvbElLrI_7000_17000,/your_path/unbalanced_train_segments/audio/sM2tvbElLrI_7000_17000.flac,4.6,4.2,3.4,4.2
audiomos2025-track2-audio-unbalanced_train_segments_audio_sOQS48V1X6U_260000_270000,/your_path/unbalanced_train_segments/audio/sOQS48V1X6U_260000_270000.flac,5.5,4.8,3.6,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_sOdsfJ_zh-4_40000_50000,/your_path/unbalanced_train_segments/audio/sOdsfJ_zh-4_40000_50000.flac,4.1,2.9,3.1,3.8
audiomos2025-track2-audio-unbalanced_train_segments_audio_sYtxzeauvOg_20000_30000,/your_path/unbalanced_train_segments/audio/sYtxzeauvOg_20000_30000.flac,4.4,2.1,3.3,3.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_s_SoeZBF0Kc_10000_20000,/your_path/unbalanced_train_segments/audio/s_SoeZBF0Kc_10000_20000.flac,6.0,3.4,4.3,5.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_seVkzWWSScY_0_10000,/your_path/unbalanced_train_segments/audio/seVkzWWSScY_0_10000.flac,4.6,2.5,3.0,4.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_sl0dUfTg_20_20000_30000,/your_path/unbalanced_train_segments/audio/sl0dUfTg_20_20000_30000.flac,6.5,3.2,4.7,6.5
audiomos2025-track2-audio-unbalanced_train_segments_audio_snFIWHdT7YQ_250000_260000,/your_path/unbalanced_train_segments/audio/snFIWHdT7YQ_250000_260000.flac,7.0,5.4,3.8,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_snfXTcyofxc_30000_40000,/your_path/unbalanced_train_segments/audio/snfXTcyofxc_30000_40000.flac,6.7,3.1,4.4,6.4
audiomos2025-track2-audio-unbalanced_train_segments_audio_srAR-X0EfFk_40000_50000,/your_path/unbalanced_train_segments/audio/srAR-X0EfFk_40000_50000.flac,6.3,4.2,4.6,5.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_sz2WP_7D-ik_0_10000,/your_path/unbalanced_train_segments/audio/sz2WP_7D-ik_0_10000.flac,5.1,4.4,1.8,5.0
audiomos2025-track2-audio-unbalanced_train_segments_audio_t1hj7se76wQ_30000_40000,/your_path/unbalanced_train_segments/audio/t1hj7se76wQ_30000_40000.flac,6.3,2.8,4.6,6.6
audiomos2025-track2-audio-unbalanced_train_segments_audio_t5HZufbuTXM_20000_30000,/your_path/unbalanced_train_segments/audio/t5HZufbuTXM_20000_30000.flac,5.3,3.5,4.7,5.3
audiomos2025-track2-audio-unbalanced_train_segments_audio_tC4x0wczFgA_30000_40000,/your_path/unbalanced_train_segments/audio/tC4x0wczFgA_30000_40000.flac,4.3,3.4,2.3,3.7
audiomos2025-track2-audio-unbalanced_train_segments_audio_tEAkIrQi3hQ_40000_50000,/your_path/unbalanced_train_segments/audio/tEAkIrQi3hQ_40000_50000.flac,5.9,4.0,3.7,5.1
audiomos2025-track2-audio-unbalanced_train_segments_audio_tXwpkyBnHy0_140000_150000,/your_path/unbalanced_train_segments/audio/tXwpkyBnHy0_140000_150000.flac,6.9,3.7,6.5,6.2
